SUBID,BLOCK,TRIAL,time,dimensionality_estimate
317,153,3,-302,0.405243445692884
317,153,3,-290,0.369662921348315
317,153,3,-278,0.352808988764045
317,153,3,-266,0.352059925093633
317,153,3,-254,0.364419475655431
317,153,3,-242,0.373033707865169
317,153,3,-230,0.38689138576779
317,153,3,-218,0.426217228464419
317,153,3,-206,0.432958801498127
317,153,3,-194,0.420224719101124
317,153,3,-182,0.379026217228464
317,153,3,-170,0.338951310861423
317,153,3,-158,0.337078651685393
317,153,3,-146,0.341947565543071
317,153,3,-134,0.348314606741573
317,153,3,-122,0.366292134831461
317,153,3,-110,0.427715355805244
317,153,3,-98,0.461423220973783
317,153,3,-86,0.531835205992509
317,153,3,-74,0.5812734082397
317,153,3,-62,0.602247191011236
317,153,3,-50,0.580524344569288
317,153,3,-38,0.571910112359551
317,153,3,-26,0.526966292134831
317,153,3,-14,0.486516853932584
317,153,3,-2,0.462546816479401
317,153,3,10,0.473782771535581
317,153,3,22,0.487640449438202
317,153,3,34,0.495880149812734
317,153,3,46,0.470037453183521
317,153,3,58,0.436704119850188
317,153,3,70,0.419475655430712
317,153,3,82,0.410112359550562
317,153,3,94,0.347565543071161
317,153,3,106,0.327715355805244
317,153,3,118,0.309737827715356
317,153,3,130,0.325093632958802
317,153,3,142,0.367041198501873
317,153,3,154,0.414606741573034
317,153,3,166,0.477902621722846
317,153,3,178,0.540823970037453
317,153,3,190,0.614232209737828
317,153,5,-794,0.4187265917603
317,153,5,-782,0.391011235955056
317,153,5,-770,0.406741573033708
317,153,5,-758,0.463295880149813
317,153,5,-746,0.470037453183521
317,153,5,-734,0.454307116104869
317,153,5,-722,0.466292134831461
317,153,5,-710,0.484269662921348
317,153,5,-698,0.568913857677902
317,153,5,-686,0.616479400749064
317,153,5,-674,0.57940074906367
317,153,5,-662,0.560674157303371
317,153,5,-650,0.494756554307116
317,153,5,-638,0.500374531835206
317,153,5,-626,0.510861423220974
317,153,5,-614,0.515730337078651
317,153,5,-602,0.526591760299625
317,153,5,-590,0.515730337078652
317,153,5,-578,0.443820224719101
317,153,5,-566,0.397378277153558
317,153,5,-554,0.357677902621723
317,153,5,-542,0.332209737827715
317,153,5,-530,0.350561797752809
317,153,5,-518,0.377528089887641
317,153,5,-506,0.372284644194757
317,153,5,-494,0.421348314606742
317,153,5,-482,0.435955056179775
317,153,5,-470,0.40749063670412
317,153,5,-458,0.417228464419476
317,153,5,-446,0.424344569288389
317,153,5,-434,0.450187265917603
317,153,5,-422,0.485767790262172
317,153,5,-410,0.483520599250936
317,153,5,-398,0.487640449438202
317,153,5,-386,0.505992509363296
317,153,5,-374,0.477902621722847
317,153,5,-362,0.450561797752809
317,153,5,-350,0.461048689138576
317,153,5,-338,0.426591760299625
317,153,5,-326,0.441198501872659
317,153,5,-314,0.458426966292135
317,153,5,-302,0.408988764044944
317,153,5,-290,0.408239700374532
317,153,5,-278,0.362172284644195
317,153,5,-266,0.415730337078652
317,153,5,-254,0.484269662921348
317,153,5,-242,0.507116104868914
317,153,5,-230,0.498501872659176
317,153,5,-218,0.517977528089888
317,153,5,-206,0.578651685393258
317,153,5,-194,0.626217228464419
317,153,5,-182,0.684269662921348
317,153,5,-170,0.710861423220973
317,153,5,-158,0.663295880149812
317,153,5,-146,0.658801498127341
317,153,5,-134,0.650187265917603
317,153,5,-122,0.6812734082397
317,153,5,-110,0.667041198501872
317,153,5,-98,0.655056179775281
317,153,5,-86,0.621348314606742
317,153,5,-74,0.624719101123595
317,153,5,-62,0.611985018726592
317,153,5,-50,0.547940074906367
317,153,5,-38,0.554681647940075
317,153,5,-26,0.529962546816479
317,153,5,-14,0.475655430711611
317,153,5,-2,0.455805243445693
317,153,5,10,0.462921348314607
317,153,5,22,0.444194756554307
317,153,5,34,0.437453183520599
317,153,5,46,0.463295880149813
317,153,5,58,0.449812734082397
